year,sheet,kind,agegroup,stat,value,workbook
2018,All,cv,60+,60,0.9,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,60+,70,1.3,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,60+,75,1.3,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,60+,80,1.5,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,60+,90,2.9,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,60+,Mean,1.1,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,60+,Median,0.6,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,60+,N,0.7,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,All employees,10,0.1,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,All employees,20,0.1,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,All employees,25,0.1,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,All employees,30,0.1,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,All employees,40,0.1,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,All employees,60,0.1,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,All employees,70,0.2,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,All employees,75,0.2,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,All employees,80,0.1,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,All employees,90,0.3,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,All employees,Mean,0.2,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,All employees,Median,0.2,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,cv,All employees,N,0.0,Age Group Table 6.6b   Hourly pay - Excluding overtime 2018 CV.xls
2018,All,value,18-21,10,6.0,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,18-21,20,6.91,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,18-21,25,7.36,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,18-21,30,7.43,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,18-21,40,7.83,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,18-21,60,8.44,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,18-21,70,8.91,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,18-21,75,9.22,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,18-21,80,9.69,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,18-21,90,11.29,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,18-21,Mean,8.82,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,18-21,Median,8.02,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,18-21,N,1276.0,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,22-29,10,7.89,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,22-29,20,8.5,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,22-29,25,8.83,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,22-29,30,9.21,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,22-29,40,10.12,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,22-29,60,12.69,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,22-29,70,14.31,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,22-29,75,15.27,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,22-29,80,16.42,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,22-29,90,20.12,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,22-29,Mean,13.27,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,22-29,Median,11.28,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,22-29,N,4486.0,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,30-39,10,8.25,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,30-39,20,9.33,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,30-39,25,10.0,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,30-39,30,10.68,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,30-39,40,12.34,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,30-39,60,16.52,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,30-39,70,19.21,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,30-39,75,20.71,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,30-39,80,22.61,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,30-39,90,28.98,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,30-39,Mean,17.44,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,30-39,Median,14.31,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,30-39,N,6246.0,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,40-49,10,8.28,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,40-49,20,9.4,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,40-49,25,10.03,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,40-49,30,10.79,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,40-49,40,12.56,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,40-49,60,17.59,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,40-49,70,20.61,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,40-49,75,22.45,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,40-49,80,24.82,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,40-49,90,32.98,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,40-49,Mean,19.14,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,40-49,Median,14.76,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,40-49,N,6210.0,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,50-59,10,8.14,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,50-59,20,9.04,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,50-59,25,9.61,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,50-59,30,10.17,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,50-59,40,11.61,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,50-59,60,15.79,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,50-59,70,18.78,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,50-59,75,20.66,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,50-59,80,22.78,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,50-59,90,30.57,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,50-59,Mean,18.0,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,50-59,Median,13.47,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,50-59,N,5735.0,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,60+,10,7.97,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,60+,20,8.52,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,60+,25,8.85,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,60+,30,9.25,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,60+,40,10.15,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,60+,60,13.26,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,60+,70,15.84,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,60+,75,17.57,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,60+,80,19.59,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,60+,90,26.76,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,60+,Mean,15.94,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,60+,Median,11.55,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,60+,N,2210.0,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,All employees,10,7.94,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,All employees,20,8.7,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,All employees,25,9.16,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,All employees,30,9.71,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,All employees,40,11.01,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,All employees,60,14.82,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,All employees,70,17.64,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,All employees,75,19.29,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,All employees,80,21.36,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,All employees,90,28.13,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,All employees,Mean,16.75,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,All employees,Median,12.71,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
2018,All,value,All employees,N,26424.0,Age Group Table 6.6a   Hourly pay - Excluding overtime 2018.xls
